Name,Owner Type,Regulation,Control Area,Plan Area,Holding Co.,Summer Peak,Winter Peak,Summer Capacity,Winter Capacity,Net Gen. MW,Source,Source Date
Kings Mountain NC (City of),Muni,Regulated,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Kings Mountain NC (City of),28,24,0,0,0,Previously Mapped Features; Ventyx Research,na
La Grange NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,La Grange NC (Town of),6,7,0,0,0,Previously Mapped Features; Ventyx Research,na
Newton NC (City of),Muni,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,Newton NC (City of),31,28,0,0,0,Previously Mapped Features; Ventyx Research,na
Stilwell Utility Dept,Muni,Regulated,Grand River Dam Authority,Grand River Dam Authority,Stilwell Utility Dept,17,12,0,0,0,Previously Mapped Features; Ventyx Research,na
Landis NC (Town of),Muni,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,Landis NC (Town of),11,11,0,0,0,Previously Mapped Features; Ventyx Research,na
Laurinburg NC (City of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Laurinburg NC (City of),31,26,0,0,0,Previously Mapped Features; Ventyx Research,na
Lexington NC (City of),Muni,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,Lexington NC (City of),89,93,0,0,0,Previously Mapped Features; Ventyx Research,na
Lincolnton NC (City of),Muni,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,Lincolnton NC (City of),16,12,0,0,0,Previously Mapped Features; Ventyx Research,na
Louisburg NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Louisburg NC (Town of),12,13,0,0,0,Previously Mapped Features; Ventyx Research,na
Lucama NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Lucama NC (Town of),5,5,0,0,0,Previously Mapped Features; Ventyx Research,na
Pinetops NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Pinetops NC (Town of),4,5,0,0,0,Previously Mapped Features; Ventyx Research,na
Sharpsburg NC (Town of),Muni,Regulated,Virginia Electric & Power Co,Virginia Electric Power Co,Sharpsburg NC (Town of),5,6,0,0,0,Previously Mapped Features; Ventyx Research,na
Shiloh OH (Village of),Muni,Regulated,American Electric Power,American Municipal Power OH,Shiloh OH (Village of),1,1,0,0,0,Ventyx Research,04/2003
Pee Dee Electric Member Corp,DistCoop,Regulated,Progress Energy Carolina East,North Carolina Electric Membership Corp,Pee Dee Electric Member Corp,86,93,0,0,0,Regional Maps; Ventyx Research,Unknown
Shelby NC (City of),Muni,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,Shelby NC (City of),42,34,0,0,0,Previously Mapped Features; Ventyx Research,na
Smithfield NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Smithfield NC (Town of),36,30,0,0,0,Previously Mapped Features; Ventyx Research,na
Selma NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Selma NC (Town of),14,15,0,0,0,Previously Mapped Features; Ventyx Research,na
Lumbee River Electric Member Corp,DistCoop,Regulated,Progress Energy Carolina East,North Carolina Electric Membership Corp,Lumbee River Electric Member Corp,258,317,0,0,0,Regional Maps; Ventyx Research,Unknown
Lumberton Electric Utilities Dept,Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Lumberton Electric Utilities Dept,60,53,0,0,0,Previously Mapped Features; Ventyx Research,na
Macclesfield NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Macclesfield NC (Town of),1,1,0,0,0,Previously Mapped Features; Ventyx Research,na
Piedmont Electric Member Corp,DistCoop,Regulated,Progress Energy Carolina East,North Carolina Electric Membership Corp,Piedmont Electric Member Corp,118,141,0,0,0,Regional Maps; Ventyx Research,Unknown
Farmville NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Farmville NC (Town of),12,10,0,0,0,Previously Mapped Features; Ventyx Research,na
Randolph Electric Member Corp,DistCoop,Regulated,Progress Energy Carolina East,North Carolina Electric Membership Corp,Randolph Electric Member Corp,122,129,0,0,0,Regional Maps; Ventyx Research,Unknown
Red Springs NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Red Springs NC (Town of),8,7,0,0,0,Previously Mapped Features; Ventyx Research,na
Rocky Mount NC (City of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Rocky Mount NC (City of),159,129,0,0,0,Previously Mapped Features; Ventyx Research,na
Bostic NC (Town of),Muni,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,Bostic NC (Town of),1,1,0,0,0,Previously Mapped Features; Ventyx Research,na
New Bern NC (City of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,New Bern NC (City of),104,109,0,0,0,Previously Mapped Features; Ventyx Research,na
Southport NC (City of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Southport NC (City of),13,13,0,0,0,Previously Mapped Features; Ventyx Research,na
Stantonsburg NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Stantonsburg NC (Town of),6,5,0,0,0,Previously Mapped Features; Ventyx Research,na
Belhaven NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Belhaven NC (Town of),5,4,0,0,0,Previously Mapped Features; Ventyx Research,na
Edenton NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Edenton NC (Town of),22,21,2.4,2.4,0,Previously Mapped Features; Ventyx Research,na
Elizabeth City NC (City of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Elizabeth City NC (City of),74,66,0,0,0,Previously Mapped Features; Ventyx Research,na
High Point NC (Town of),Muni,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,High Point NC (Town of),250,197,0,0,0,Previously Mapped Features; Ventyx Research,na
Apex NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Apex NC (Town of),74,41,0,0,0,Previously Mapped Features; Ventyx Research,na
Dallas NC (Town of),Muni,Regulated,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Dallas NC (Town of),15,10,0,0,133,Previously Mapped Features; Ventyx Research,na
Oak City NC (Town of),Muni,Regulated,Virginia Electric & Power Co,Virginia Electric Power Co,Oak City NC (Town of),1,1,0,0,0,Previously Mapped Features; Ventyx Research,na
Drexel NC (City of),Muni,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,Drexel NC (City of),4,6,0,0,0,Previously Mapped Features; Ventyx Research,na
Ayden NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Ayden NC (Town of),22,23,0,0,0,Previously Mapped Features; Ventyx Research,na
Benson NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Benson NC (Town of),8,7,0,0,0,Previously Mapped Features; Ventyx Research,na
Blue Ridge Electric Membership Corp,DistCoop,Regulated,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Blue Ridge Electric Membership Corp,264,340,0.18,0.18,0,Regional Maps; Ventyx Research,Unknown
Fayetteville Public Works Commission,Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Fayetteville Public Works Commission,458,425,225,265,16945,Previously Mapped Features; Ventyx Research,na
Forest City Electric Dept,Muni,Regulated,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Forest City Electric Dept,29,24,0,0,0,Previously Mapped Features; Ventyx Research,na
Fountain NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Fountain NC (Town of),1,1,0,0,0,Previously Mapped Features; Ventyx Research,na
Fremont NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Fremont NC (Town of),4,3,0,0,0,Previously Mapped Features; Ventyx Research,na
Wake Forest NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Wake Forest NC (Town of),33,26,0,0,0,Previously Mapped Features; Ventyx Research,na
Gastonia NC (City of),Muni,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,Gastonia NC (City of),159,111,0,0,0,Previously Mapped Features; Ventyx Research,na
Granite Falls NC (City of),Muni,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,Granite Falls NC (City of),11,12,0,0,0,Previously Mapped Features; Ventyx Research,na
Greenville Utilities Commission,Muni,Regulated,Greenville Utilities Commission,Greenville Utilities Commission,Greenville Utilities Commission,340,289,0,0,0,Previously Mapped Features; Ventyx Research,na
Halifax Electric Member Corp,DistCoop,Regulated,Progress Energy Carolina East,North Carolina Electric Membership Corp,Halifax Electric Member Corp,47,47,0,0,0,Regional Maps; Ventyx Research,Unknown
Hamilton (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Hamilton (Town of),1,1,0,0,0,Previously Mapped Features; Ventyx Research,na
Hookerton NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Hookerton NC (Town of),1,2,0,0,0,Previously Mapped Features; Ventyx Research,na
Kinston NC (City of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Kinston NC (City of),96,83,1.38,1.38,0,Previously Mapped Features; Ventyx Research,na
Robersonville NC (City of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Robersonville NC (City of),6,5,0,0,0,Previously Mapped Features; Ventyx Research,na
Winterville NC (City of),Muni,Regulated,Greenville Utilities Commission,Greenville Utilities Commission,Winterville NC (City of),12,13,0,0,0,Previously Mapped Features; Ventyx Research,na
French Broad Electric Member Corp,DistCoop,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,French Broad Electric Member Corp,79,118,3,3,7829,Company Maps; Ventyx Research,Unknown
Walstonburg NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Walstonburg NC (Town of),2,3,0,0,0,Previously Mapped Features; Ventyx Research,na
Tri County Electric Membership Corp (NC),DistCoop,Regulated,Progress Energy Carolina East,North Carolina Electric Membership Corp,Tri County Electric Membership Corp (NC),123,131,0,0,0,Regional Maps; Ventyx Research,Unknown
Pitt & Greene Electric Member Corp,DistCoop,Regulated,Progress Energy Carolina East,North Carolina Electric Membership Corp,Pitt & Greene Electric Member Corp,46,44,0,0,0,Regional Maps; Ventyx Research,Unknown
Scotland Neck NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Scotland Neck NC (Town of),6,7,0,0,0,Previously Mapped Features; Ventyx Research,na
Bradner OH (Village of),Muni,Regulated,American Electric Power,American Municipal Power OH,Bradner OH (Village of),1,1,0,0,0,Ventyx Research,04/2003
Washington NC (City of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Washington NC (City of),69,56,0,0,0,Previously Mapped Features; Ventyx Research,na
Wilson NC (City of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Wilson NC (City of),241,202,0,0,0,Previously Mapped Features; Ventyx Research,na
Tarboro NC (Town of),Muni,Regulated,Progress Energy Carolina East,Progress Energy Carolina,Tarboro NC (Town of),51,38,0,0,0,Previously Mapped Features; Ventyx Research,na
Highlands Municipal System,Muni,Regulated,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Highlands Municipal System,8,10,0,0,0,Previously Mapped Features; Ventyx Research,na
Statesville NC (City of),Muni,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,Statesville NC (City of),95,79,0,0,0,Previously Mapped Features; Ventyx Research,na
Tri State Electric Member Corp,DistCoop,Regulated,Tennessee Valley Authority,Tennessee Valley Authority,Tri State Electric Member Corp,51,83,0,0,0,Company Maps; Ventyx Research,Unknown
Waynesville NC (Town of),Muni,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,Waynesville NC (Town of),15,20,0,0,0,Previously Mapped Features; Ventyx Research,na
Ohio City OH (Village of),Muni,Regulated,American Electric Power,American Municipal Power OH,Ohio City OH (Village of),2,1,0,0,0,Ventyx Research,04/2003
Mendon OH (City of),Muni,Regulated,Dayton Power & Light,Dayton Power & Light Co,Mendon OH (City of),1,1,0,0,0,Ventyx Research,04/2003
Lodi Board of Public Affairs,Muni,Regulated,FirstEnergy,FirstEnergy Corp,Lodi Board of Public Affairs,8,9,0,0,5,Ventyx Research,04/2003
Brewster OH (City of),Muni,Regulated,American Electric Power,American Municipal Power OH,Brewster OH (City of),9,8,0,0,0,Ventyx Research,04/2003
Carey OH (Village of),Muni,Regulated,American Electric Power,American Municipal Power OH,Carey OH (Village of),14,14,0,0,0,Ventyx Research,04/2003
Kem Electric Coop Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Basin Electric Power Coop,Kem Electric Coop Inc,15,17,0,0,0,Regional Maps; Ventyx Research,Unknown
New Bremen OH (Village of),Muni,Regulated,Dayton Power & Light,Dayton Power & Light Co,New Bremen OH (Village of),12,10,0,0,0,Ventyx Research,04/2003
Riverdale ND (City of),Muni,Regulated,Northern States Power,Midwest Reliability Organization,Riverdale ND (City of),1,1,0,0,0,Previously Mapped Features; Ventyx Research,na
New Knoxville Light Dept,Muni,Regulated,American Electric Power,American Municipal Power OH,New Knoxville Light Dept,3,2,1,1,13,Ventyx Research,04/2003
Slope Electric Coop Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Basin Electric Power Coop,Slope Electric Coop Inc,55,70,0,0,0,Regional Maps; Ventyx Research,11/2003
Grafton ND (City of),Muni,Regulated,Northern States Power,Northern Municipal Power Agency,Grafton ND (City of),10,12,4,4,0,Previously Mapped Features; Ventyx Research,na
Northern States Power Co (Minnesota),IOU,Regulated,Northern States Power,Northern States Power,Xcel Energy Inc,6773,5303,6774.45,7010.87,32269100,Ventyx Research,na
Maddock ND (City of),Muni,Regulated,Northern States Power,Midwest Reliability Organization,Maddock ND (City of),1,2,0,0,0,Previously Mapped Features; Ventyx Research,na
Lakota ND (City of),Muni,Regulated,Northern States Power,Midwest Reliability Organization,Lakota ND (City of),2,4,0,0,0,Previously Mapped Features; Ventyx Research,na
McKenzie Electric Coop Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Basin Electric Power Coop,McKenzie Electric Coop Inc,49,62,0,0,0,Regional Maps; Ventyx Research,11/2003
Minster OH (Village of),Muni,Regulated,Dayton Power & Light,Dayton Power & Light Co,Minster OH (Village of),20,19,0,0,0,Ventyx Research,04/2003
Roughrider Electric Coop,DistCoop,Nonregulated,,,Roughrider Electric Coop,71,98,0,0,0,Company Maps; Ventyx Research,2010
Stanton Municipal Power System,Muni,Regulated,Northern States Power,Midwest Reliability Organization,Stanton Municipal Power System,1,1,0,0,0,Previously Mapped Features; Ventyx Research,na
Hillsboro Municipal Utilities,Muni,Regulated,Northern States Power,Midwest Reliability Organization,Hillsboro Municipal Utilities,5,7,0,0,17,Previously Mapped Features; Ventyx Research,na
Celina OH (City of),Muni,Regulated,Dayton Power & Light,Dayton Power & Light Co,Celina OH (City of),40,37,0,0,0,Ventyx Research,04/2003
Columbiana OH (Village of),Muni,Regulated,American Electric Power,American Municipal Power OH,Columbiana OH (Village of),15,14,0,0,0,Ventyx Research,04/2003
Lucas OH (Village of),Muni,Regulated,American Electric Power,American Municipal Power OH,Lucas OH (Village of),1,1,0,0,0,Ventyx Research,04/2003
Marshallville OH (City of),Muni,Regulated,American Electric Power,American Municipal Power OH,Marshallville OH (City of),7,7,0,0,0,Ventyx Research,04/2003
Sycamore OH (Village of),Muni,Regulated,American Electric Power,American Municipal Power OH,Sycamore OH (Village of),1,1,0,0,0,Ventyx Research,04/2003
Orrville OH (City of),Muni,Regulated,American Electric Power,American Municipal Power OH,Orrville OH (City of),55,53,66,66,298410,Ventyx Research,04/2003
Plymouth OH (Village of),Muni,Regulated,American Electric Power,American Municipal Power OH,Plymouth OH (Village of),3,3,0,0,0,Ventyx Research,04/2003
Monroeville Municipal Electric,Muni,Regulated,American Electric Power,American Municipal Power OH,Monroeville Municipal Electric,9,9,0,0,0,Ventyx Research,04/2003
Dover OH (City of),Muni,Regulated,American Electric Power,American Municipal Power OH,Dover OH (City of),44,34,40.9,40.9,74314,Ventyx Research,04/2003
Galion OH (City of),Muni,Regulated,American Electric Power,American Municipal Power OH,Galion OH (City of),23,20,0,0,0,Ventyx Research,04/2003
Greenwich OH (Village of),Muni,Regulated,American Electric Power,American Municipal Power OH,Greenwich OH (Village of),4,4,0,0,0,Ventyx Research,04/2003
